childid,age,Total_Duration_mins,Average_Duration_mins
562,2,0.6667,0.02083333
3336,5,0.0500,0.00625000
507,6,0.0167,0.00833333
1350,7,0.4500,0.01500000
232,7,38.8000,0.26575342
2483,5,1.3333,0.02083333
996,4,0.3500,0.01842105
2597,16,0.0167,0.00416667
1370,6,1.9167,0.01584022
3376,3,10.6500,0.07147651
405,8,23.5500,1.07045455
1893,29,0.1000,0.01250000
3559,2,0.1667,0.01515152
615,5,0.6500,0.03611111
2002,4,1.2500,0.02604167
1597,0,0.0333,0.00416667
3596,6,0.9667,0.02056738
2130,7,0.3500,0.01206897
1816,6,0.0333,0.00555556
3609,8,1.3667,0.01277259
2617,16,24.0000,0.22018349
3833,5,1.6833,0.02370892
3366,4,0.2667,0.01403509
3250,16,1.1000,0.02500000
1699,10,0.0000,0.00000000
657,8,0.0000,0.00000000
3772,3,0.0333,0.01111111
2819,6,0.5333,0.01975309
272,8,0.0833,0.01388889
2169,4,1.2167,0.02097701
2638,16,2.4667,0.03333333
3229,0,1.1333,0.01827957
3918,4,0.2500,0.00625000
701,7,0.1000,0.00714286
197,7,0.0000,0.00000000
837,6,0.0000,0.00000000
710,7,23.3500,3.33571429
1503,5,0.6833,0.01198830
2111,23,0.0000,0.00000000
663,5,0.0833,0.01041667
1895,4,27.7000,0.04920071
3904,3,0.9333,0.01228070
1857,9,26.9667,0.11475177
229,5,0.3333,0.02564103
3123,14,0.5167,0.01123188
926,1,0.0167,0.00833333
940,9,1.1500,0.02500000
915,8,6.3500,0.18676471
3628,4,1.3833,0.06916667
530,1,0.0167,0.00555556
2833,7,0.5833,0.01458333
1575,4,0.0000,0.00000000
2768,16,0.2167,0.00902778
1474,6,0.4500,0.01451613
473,7,0.1333,0.01333333
1606,5,31.1833,0.20118280
3824,7,92.7167,1.47169312
2662,16,0.0000,0.00000000
3610,3,0.4833,0.00819209
2245,6,0.5167,0.01435185
2037,4,24.9333,0.80430108
2616,43,0.2833,0.02361111
3307,16,0.7333,0.03188406
2148,5,0.3167,0.01439394
3540,4,0.8833,0.02007576
1316,8,2.7167,0.06317829
2937,16,1.1500,0.01716418
1547,0,1.0833,0.02462121
3330,4,47.6333,1.03550725
2952,3,1.3167,0.02231638
2953,8,0.1000,0.00714286
3385,6,0.3833,0.01197917
2364,6,0.3167,0.01319444
219,7,0.0167,0.00416667
655,7,0.6167,0.00761317
2765,5,0.5833,0.01458333
3425,4,0.2167,0.00866667
3644,6,0.2833,0.01574074
3597,6,0.2000,0.01666667
2422,6,0.1000,0.01250000
2393,6,0.1500,0.00750000
1922,4,0.0833,0.01666667
2095,7,1.4500,0.01330275
3590,9,0.7000,0.01093750
1180,4,25.3833,1.26916667
3578,8,1.2500,0.01736111
948,7,0.5000,0.01190476
1025,4,1.6000,0.01290323
3392,16,0.5167,0.00890805
515,11,0.0000,0.00000000
3137,6,0.2500,0.01470588
3465,5,0.1333,0.00888889
2374,3,0.8000,0.01632653
874,4,4.2500,0.02759740
2263,2,0.0333,0.00416667
954,8,0.1667,0.00980392
704,7,2.2667,0.04358974
193,5,0.2500,0.03125000
3129,8,0.0167,0.00208333
2040,8,2.4333,0.01789216
3613,4,0.0333,0.00208333
408,6,0.2000,0.01111111
1191,6,0.0333,0.01111111
1451,10,0.8667,0.01733333
2075,8,0.3667,0.00852713
